-1.999634	0.000000	-0.000039
-1.999268	0.000000	-0.000039
-1.998901	0.000000	-0.000039
-1.998535	0.000000	-0.000039
-1.998169	0.000000	-0.000039
-1.997803	0.000000	-0.000039
-1.997437	0.000000	-0.000039
-1.997070	0.000000	-0.000039
-1.996704	0.000000	-0.000039
-1.996338	0.000000	-0.000039
-1.995972	0.000000	-0.000039
-1.995605	0.000000	-0.000039
-1.995239	0.000000	-0.000039
-1.994873	0.000000	-0.000039
-1.994507	0.000000	-0.000039
-1.994141	0.000000	-0.000039
-1.993774	0.000000	-0.000039
-1.993408	0.000000	-0.000039
-1.993042	0.000000	-0.000038
-1.992676	0.000000	-0.000038
-1.992310	0.000000	-0.000038
-1.991943	0.000000	-0.000038
-1.991577	0.000000	-0.000038
-1.991211	0.000000	-0.000038
-1.990845	0.000000	-0.000038
-1.990479	0.000000	-0.000038
-1.990112	0.000000	-0.000038
-1.989746	0.000000	-0.000038
-1.989380	0.000000	-0.000038
-1.989014	0.000000	-0.000038
-1.988647	0.000000	-0.000038
-1.988281	0.000000	-0.000038
-1.987915	0.000000	-0.000038
-1.987549	0.000000	-0.000038
-1.987183	0.000000	-0.000038
-1.986816	0.000000	-0.000038
-1.986450	0.000000	-0.000038
-1.986084	0.000000	-0.000038
-1.985718	0.000000	-0.000038
-1.985352	0.000000	-0.000038
-1.984985	0.000000	-0.000037
-1.984619	0.000000	-0.000037
-1.984253	0.000000	-0.000037
-1.983887	0.000000	-0.000037
-1.983521	0.000000	-0.000037
-1.983154	0.000000	-0.000037
-1.982788	0.000000	-0.000037
-1.982422	0.000000	-0.000037
-1.982056	0.000000	-0.000037
-1.981689	0.000000	-0.000037
-1.981323	0.000000	-0.000037
-1.980957	0.000000	-0.000037
-1.980591	0.000000	-0.000037
-1.980225	0.000000	-0.000037
-1.979858	0.000000	-0.000037
-1.979492	0.000000	-0.000037
-1.979126	0.000000	-0.000037
-1.978760	0.000000	-0.000037
-1.978394	0.000000	-0.000037
-1.978027	0.000000	-0.000037
-1.977661	0.000000	-0.000037
-1.977295	0.000000	-0.000037
-1.976929	0.000000	-0.000036
-1.976563	0.000000	-0.000036
-1.976196	0.000000	-0.000036
-1.975830	0.000000	-0.000036
-1.975464	0.000000	-0.000036
-1.975098	0.000000	-0.000036
-1.974731	0.000000	-0.000036
-1.974365	0.000000	-0.000036
-1.973999	0.000000	-0.000036
-1.973633	0.000000	-0.000036
-1.973267	0.000000	-0.000036
-1.972900	0.000000	-0.000036
-1.972534	0.000000	-0.000036
-1.972168	0.000000	-0.000036
-1.971802	0.000000	-0.000036
-1.971436	0.000000	-0.000036
